pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
3/27/2019 20:55,3/27/2019 21:01,1,1.43,7,3,0,11.3,green,credit card,Central Harlem,Upper West Side North,Manhattan,Manhattan
3/6/2019 9:52,3/6/2019 9:57,5,0.85,5.5,0,0,6.3,green,cash,Central Harlem North,Central Harlem,Manhattan,Manhattan
3/14/2019 9:14,3/14/2019 9:39,1,4.47,16.39,0,0,16.89,green,credit card,East New York,Bedford,Brooklyn,Brooklyn
3/15/2019 21:48,3/15/2019 22:15,1,4.66,20,4.81,0,28.86,green,credit card,Fort Greene,West Village,Brooklyn,Manhattan
3/11/2019 9:46,3/11/2019 9:55,1,2,9,1.96,0,11.76,green,credit card,Claremont/Bathgate,Mott Haven/Port Morris,Bronx,Bronx
3/5/2019 7:54,3/5/2019 8:04,1,0.84,7.5,0,0,8.3,green,cash,Central Harlem North,Central Harlem North,Manhattan,Manhattan
3/19/2019 16:42,3/19/2019 17:07,1,2.9,16,0,0,17.8,green,credit card,Mott Haven/Port Morris,Hamilton Heights,Bronx,Manhattan
3/29/2019 17:18,3/29/2019 17:23,1,0.84,5.5,0,0,7.3,green,cash,Washington Heights South,Washington Heights North,Manhattan,Manhattan
3/26/2019 13:12,3/26/2019 13:21,1,1.19,7,0,0,7.8,green,credit card,Brownsville,Brownsville,Brooklyn,Brooklyn
3/15/2019 13:07,3/15/2019 13:12,1,1.3,6,0,0,9.55,green,cash,East Harlem North,Yorkville East,Manhattan,Manhattan
3/12/2019 16:02,3/12/2019 16:16,1,1.83,11.5,0,0,13.3,green,cash,Kew Gardens,Forest Hills,Queens,Queens
3/6/2019 10:49,3/6/2019 10:56,2,1.55,7,0,0,7.8,green,cash,Highbridge Park,Hamilton Heights,Manhattan,Manhattan
3/14/2019 19:12,3/14/2019 19:18,1,0.91,6,1.56,0,9.36,green,credit card,Forest Hills,Forest Hills,Queens,Queens
3/6/2019 11:17,3/6/2019 11:33,1,3.14,14,0,0,14.8,green,credit card,Bensonhurst East,Sheepshead Bay,Brooklyn,Brooklyn
3/5/2019 9:48,3/5/2019 10:08,1,2.7,15,0,0,15.8,green,credit card,Mount Hope,Norwood,Bronx,Bronx
3/29/2019 0:16,3/29/2019 0:28,1,2.04,10.5,2.36,0,14.16,green,credit card,Fort Greene,Crown Heights South,Brooklyn,Brooklyn
3/14/2019 15:45,3/14/2019 16:22,1,9.44,35.88,0,0,36.38,green,credit card,Central Harlem North,Allerton/Pelham Gardens,Manhattan,Bronx
3/14/2019 18:21,3/14/2019 18:28,1,0.96,6.5,0,0,8.3,green,cash,East Harlem North,Central Harlem,Manhattan,Manhattan
3/2/2019 14:07,3/2/2019 14:18,3,1.3,9,0,0,9.8,green,cash,Morningside Heights,East Harlem North,Manhattan,Manhattan
3/17/2019 18:03,3/17/2019 18:27,1,3,16.5,0,0,17.3,green,credit card,Prospect-Lefferts Gardens,Brownsville,Brooklyn,Brooklyn
3/1/2019 19:24,3/1/2019 19:40,1,3.4,13.5,0,0,15.3,green,cash,Forest Hills,South Ozone Park,Queens,Queens
3/23/2019 10:43,3/23/2019 10:58,1,2.52,12.5,0,0,13.3,green,credit card,Mott Haven/Port Morris,East Concourse/Concourse Village,Bronx,Bronx
3/25/2019 13:39,3/25/2019 13:48,1,2.32,9.5,2.61,0,15.66,green,credit card,Morningside Heights,Lincoln Square East,Manhattan,Manhattan
3/22/2019 21:27,3/22/2019 21:30,1,0.46,4,0,0,5.3,green,cash,East Harlem South,Central Harlem,Manhattan,Manhattan
3/1/2019 12:48,3/1/2019 13:02,1,1.9,10.5,0,0,11.3,green,cash,Downtown Brooklyn/MetroTech,Red Hook,Brooklyn,Brooklyn
3/16/2019 12:04,3/16/2019 12:04,1,0.02,2.5,0,0,3.3,green,credit card,Bayside,Bayside,Queens,Queens
3/23/2019 23:50,3/23/2019 23:51,1,0.16,3,0,0,4.3,green,cash,Greenpoint,Greenpoint,Brooklyn,Brooklyn
3/16/2019 15:10,3/16/2019 15:17,1,1.51,7,1.56,0,9.36,green,credit card,Long Island City/Hunters Point,Old Astoria,Queens,Queens
3/20/2019 15:43,3/20/2019 15:54,1,1.36,8,0,0,8.8,green,cash,Elmhurst,Maspeth,Queens,Queens
3/20/2019 7:03,3/20/2019 7:54,1,16.71,50.74,0,5.76,57,green,credit card,Douglaston,Yorkville East,Queens,Manhattan
3/29/2019 21:00,3/29/2019 21:32,2,9.6,32,7.2,0,43.25,green,credit card,Morningside Heights,Financial District South,Manhattan,Manhattan
3/1/2019 14:20,3/1/2019 14:41,1,2.46,14.5,0,0,15.3,green,credit card,Midwood,Flatlands,Brooklyn,Brooklyn
3/22/2019 20:50,3/22/2019 21:04,1,3.6,13.5,0,0,14.8,green,cash,Elmhurst,Briarwood/Jamaica Hills,Queens,Queens
3/10/2019 16:55,3/10/2019 16:58,1,0.5,4,1.55,0,6.85,green,credit card,Central Harlem,Central Harlem,Manhattan,Manhattan
3/4/2019 8:59,3/4/2019 9:10,5,1.67,9.5,0,0,10.3,green,credit card,East New York,Cypress Hills,Brooklyn,Brooklyn
3/25/2019 8:45,3/25/2019 8:51,1,1.49,6,0,0,6.8,green,cash,North Corona,Jackson Heights,Queens,Queens
3/5/2019 10:12,3/5/2019 10:37,1,11.05,33.5,0,0,34.3,green,credit card,Homecrest,East New York,Brooklyn,Brooklyn
3/9/2019 11:30,3/9/2019 11:45,1,3.38,14,0,0,14.8,green,cash,Fort Greene,Crown Heights South,Brooklyn,Brooklyn
3/29/2019 14:25,3/29/2019 14:36,1,3.9,14,0,0,14.8,green,credit card,Westchester Village/Unionport,Bronxdale,Bronx,Bronx
3/2/2019 21:14,3/2/2019 21:22,1,1.37,7,1.66,0,9.96,green,credit card,Fort Greene,Clinton Hill,Brooklyn,Brooklyn
3/28/2019 8:55,3/28/2019 9:01,2,1.25,6.5,0,0,10.05,green,cash,East Harlem South,Upper East Side North,Manhattan,Manhattan
3/9/2019 22:58,3/9/2019 23:05,1,1.06,6.5,1.95,0,9.75,green,credit card,Astoria,Astoria,Queens,Queens
3/6/2019 23:01,3/6/2019 23:14,1,4.21,14.5,3.16,0,18.96,green,credit card,Fort Greene,East Williamsburg,Brooklyn,Brooklyn
3/6/2019 16:47,3/6/2019 17:07,1,3.24,15.5,3.46,0,20.76,green,credit card,Washington Heights South,Bloomingdale,Manhattan,Manhattan
3/14/2019 7:26,3/14/2019 7:41,1,2.17,11,2.91,0,17.46,green,credit card,East Harlem North,Upper East Side North,Manhattan,Manhattan
3/10/2019 0:26,3/10/2019 0:35,1,1.17,7.5,0,0,8.8,green,cash,Crown Heights North,Clinton Hill,Brooklyn,Brooklyn
3/3/2019 12:11,3/3/2019 12:26,1,2.76,12.5,3.21,0,19.26,green,credit card,Central Harlem,Upper West Side South,Manhattan,Manhattan
3/14/2019 18:21,3/14/2019 18:27,1,1.31,6,2.34,0,10.14,green,credit card,Long Island City/Queens Plaza,Astoria,Queens,Queens
3/31/2019 13:40,3/31/2019 13:56,1,4,15.5,4.08,0,20.38,green,credit card,Downtown Brooklyn/MetroTech,Williamsburg (North Side),Brooklyn,Brooklyn
3/1/2019 10:28,3/1/2019 10:38,1,0.83,7.5,0,0,8.3,green,cash,Cobble Hill,Brooklyn Heights,Brooklyn,Brooklyn
3/16/2019 12:49,3/16/2019 13:02,1,1.92,10.5,0,0,11.3,green,cash,Park Slope,Cobble Hill,Brooklyn,Brooklyn
3/1/2019 9:23,3/1/2019 9:32,1,1.1,7.5,0,0,8.3,green,credit card,University Heights/Morris Heights,University Heights/Morris Heights,Bronx,Bronx
3/18/2019 13:20,3/18/2019 13:32,1,2.1,10,0,0,10.8,green,cash,Washington Heights South,West Concourse,Manhattan,Bronx
3/22/2019 16:48,3/22/2019 16:58,1,1.33,8.5,2.06,0,12.36,green,credit card,Park Slope,Fort Greene,Brooklyn,Brooklyn
3/9/2019 16:27,3/9/2019 16:41,1,2.09,11.5,0,0,12.3,green,credit card,East Flatbush/Remsen Village,Flatbush/Ditmas Park,Brooklyn,Brooklyn
3/5/2019 15:13,3/5/2019 15:48,1,6.1,28,0,0,28.5,green,credit card,East New York,Fort Greene,Brooklyn,Brooklyn
3/1/2019 23:23,3/1/2019 23:27,1,0.74,5,0,0,6.3,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
3/27/2019 11:57,3/27/2019 12:16,1,3.61,15.33,0,0,15.83,green,credit card,Williamsbridge/Olinville,Van Nest/Morris Park,Bronx,Bronx
3/7/2019 13:15,3/7/2019 13:20,1,0.83,6,0,0,6.8,green,cash,Central Harlem North,Hamilton Heights,Manhattan,Manhattan
3/11/2019 11:51,3/11/2019 11:57,1,0.92,5,0,0,5,green,cash,Astoria,Queensbridge/Ravenswood,Queens,Queens
3/30/2019 10:06,3/30/2019 10:30,1,7.2,25,0,0,28.55,green,cash,Park Slope,Stuy Town/Peter Cooper Village,Brooklyn,Manhattan
3/4/2019 10:47,3/4/2019 10:59,1,2.54,11,0,0,11.8,green,cash,Hamilton Heights,Highbridge,Manhattan,Bronx
3/2/2019 23:02,3/2/2019 23:13,1,2,9.5,2,0,12.8,green,credit card,Astoria,Sunnyside,Queens,Queens
3/31/2019 19:16,3/31/2019 19:28,1,2.41,11,2.91,0,17.46,green,credit card,Brooklyn Heights,Little Italy/NoLiTa,Brooklyn,Manhattan
3/15/2019 23:51,3/15/2019 23:55,1,1.01,5,1.26,0,7.56,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
3/16/2019 17:55,3/16/2019 18:17,1,2.27,15,0,0,15.8,green,credit card,East Harlem North,Central Harlem North,Manhattan,Manhattan
3/14/2019 21:06,3/14/2019 21:29,1,4.98,16.05,0,0,16.55,green,credit card,Crown Heights North,Flatlands,Brooklyn,Brooklyn
3/4/2019 9:31,3/4/2019 9:59,1,3.96,19,0,0,19.8,green,credit card,Inwood,Inwood,Manhattan,Manhattan
3/14/2019 18:08,3/14/2019 18:56,1,5.78,31.5,0,0,33.3,green,credit card,Washington Heights North,Williamsbridge/Olinville,Manhattan,Bronx
3/16/2019 20:17,3/16/2019 20:23,1,0.73,5.5,0,0,6.8,green,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan
3/18/2019 18:16,3/18/2019 18:28,1,1.2,9,2.15,0,12.95,green,credit card,Brooklyn Heights,DUMBO/Vinegar Hill,Brooklyn,Brooklyn
3/14/2019 14:27,3/14/2019 14:33,1,0.71,6,0,0,6.8,green,cash,Central Harlem,East Harlem North,Manhattan,Manhattan
3/14/2019 10:38,3/14/2019 10:45,1,0.88,6,0,0,6.8,green,credit card,East Flatbush/Farragut,Prospect-Lefferts Gardens,Brooklyn,Brooklyn
3/9/2019 13:18,3/9/2019 14:11,1,8.18,35.5,2,0,41.05,green,credit card,Central Harlem North,West Village,Manhattan,Manhattan
3/11/2019 20:34,3/11/2019 20:41,1,1.2,6.5,0,0,7.8,green,cash,Astoria,Woodside,Queens,Queens
3/17/2019 6:20,3/17/2019 6:33,1,7.1,21,5.5,5.76,33.06,green,credit card,East Harlem South,LaGuardia Airport,Manhattan,Queens
3/5/2019 16:13,3/5/2019 16:19,1,0.96,6,0,0,7.8,green,cash,Astoria,Astoria,Queens,Queens
3/3/2019 2:26,3/3/2019 2:32,1,1.37,6.5,0,0,7.8,green,cash,Williamsburg (North Side),Greenpoint,Brooklyn,Brooklyn
3/16/2019 3:46,3/16/2019 3:56,1,5.02,15.5,0,0,16.8,green,cash,East Williamsburg,Carroll Gardens,Brooklyn,Brooklyn
3/28/2019 14:34,3/28/2019 14:38,1,0,4,0.01,0,4.81,green,credit card,Flatbush/Ditmas Park,Flatbush/Ditmas Park,Brooklyn,Brooklyn
3/5/2019 9:43,3/5/2019 9:44,1,0,2.5,0,0,3.3,green,cash,Queensbridge/Ravenswood,Queensbridge/Ravenswood,Queens,Queens
3/27/2019 6:57,3/27/2019 7:00,2,0.89,5,1.16,0,6.96,green,credit card,Long Island City/Hunters Point,Long Island City/Hunters Point,Queens,Queens
3/2/2019 17:47,3/2/2019 17:56,1,1.73,8.5,1,0,10.3,green,credit card,Rego Park,Forest Hills,Queens,Queens
3/19/2019 7:36,3/19/2019 8:15,1,12.69,34.86,0,2.64,38,green,credit card,Riverdale/North Riverdale/Fieldston,Lenox Hill West,Bronx,Manhattan
3/16/2019 13:13,3/16/2019 13:20,1,1.26,7,0,0,7.8,green,cash,Bushwick South,Bushwick North,Brooklyn,Brooklyn
3/14/2019 10:56,3/14/2019 11:03,1,0.8,6.5,1,0,8.3,green,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan
3/10/2019 0:59,3/10/2019 1:36,1,16.01,47,0,0,48.3,green,cash,Brownsville,Queensbridge/Ravenswood,Brooklyn,Queens
3/31/2019 9:13,3/31/2019 9:18,1,1.07,5.5,0.9,0,9.95,green,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3/12/2019 15:39,3/12/2019 15:49,1,1.4,8.5,0,0,10.3,green,cash,Brooklyn Heights,Fort Greene,Brooklyn,Brooklyn
3/2/2019 10:25,3/2/2019 10:41,2,4,14.5,0,0,15.3,green,cash,Fort Greene,Prospect-Lefferts Gardens,Brooklyn,Brooklyn
3/20/2019 6:25,3/20/2019 7:22,1,16.68,40.56,0,0,41.06,green,credit card,Jamaica Estates,Boerum Hill,Queens,Brooklyn
3/24/2019 17:16,3/24/2019 17:33,1,2.9,13.5,0,0,14.3,green,credit card,Borough Park,Gravesend,Brooklyn,Brooklyn
3/6/2019 20:03,3/6/2019 20:08,1,0.8,5.5,0,0,6.8,green,credit card,Steinway,Steinway,Queens,Queens
3/22/2019 10:28,3/22/2019 11:06,1,8.56,29,0,0,29.8,green,credit card,Park Slope,Kips Bay,Brooklyn,Manhattan
3/5/2019 17:35,3/5/2019 18:21,1,7.21,31.5,2,0,35.3,green,credit card,Central Harlem,Soundview/Castle Hill,Manhattan,Bronx
3/15/2019 16:07,3/15/2019 16:09,1,0.8,4.5,0,0,6.3,green,cash,Central Harlem,East Harlem South,Manhattan,Manhattan
3/21/2019 11:38,3/21/2019 11:49,1,1.85,9.5,2.61,0,15.66,green,credit card,Morningside Heights,Upper West Side North,Manhattan,Manhattan
3/6/2019 19:36,3/6/2019 20:10,1,3.55,22,0,0,23.8,green,cash,Old Astoria,Jackson Heights,Queens,Queens
3/21/2019 9:20,3/21/2019 9:26,1,0.78,6,0.7,0,7.5,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
3/13/2019 17:19,3/13/2019 17:34,1,1.72,10,0,0,11.8,green,cash,Bloomingdale,East Harlem North,Manhattan,Manhattan
3/10/2019 0:02,3/10/2019 0:20,1,3.52,15,0,0,16.3,green,credit card,Brooklyn Heights,Prospect-Lefferts Gardens,Brooklyn,Brooklyn
3/7/2019 0:28,3/7/2019 2:02,1,25.51,93.5,0,0,94.8,green,credit card,Sunset Park West,Saint Albans,Brooklyn,Queens
3/15/2019 11:48,3/15/2019 12:01,1,1.56,10,0,0,10.8,green,credit card,Belmont,Crotona Park East,Bronx,Bronx
3/6/2019 8:01,3/6/2019 8:31,1,5.75,23.5,0,0,24.3,green,credit card,East Tremont,Central Harlem,Bronx,Manhattan
3/22/2019 8:42,3/22/2019 8:51,1,1,7,0,0,7.8,green,cash,Fort Greene,Bedford,Brooklyn,Brooklyn
3/24/2019 7:41,3/24/2019 7:46,1,1.45,7,0,0,7.8,green,cash,Flatlands,Midwood,Brooklyn,Brooklyn
3/30/2019 14:22,3/30/2019 14:27,1,0.95,5.5,1.89,0,8.19,green,credit card,Central Harlem,Central Harlem North,Manhattan,Manhattan
3/9/2019 12:24,3/9/2019 12:28,1,0.79,5,0,0,5.8,green,cash,Morningside Heights,Morningside Heights,Manhattan,Manhattan
3/21/2019 0:02,3/21/2019 0:11,1,1.96,9.5,0,0,10.8,green,cash,Boerum Hill,Sunset Park West,Brooklyn,Brooklyn
3/16/2019 1:33,3/16/2019 1:44,1,1.7,9,2.05,0,12.35,green,credit card,Downtown Brooklyn/MetroTech,Clinton Hill,Brooklyn,Brooklyn
3/26/2019 11:25,3/26/2019 11:31,1,0.88,6,0,0,6.8,green,cash,East Harlem North,East Harlem North,Manhattan,Manhattan
3/28/2019 8:47,3/28/2019 8:58,1,1.83,9.5,0,0,10.3,green,cash,Astoria,Steinway,Queens,Queens
3/1/2019 16:24,3/1/2019 16:46,1,1.77,14,3.95,0,19.75,green,credit card,Morningside Heights,East Harlem North,Manhattan,Manhattan
3/31/2019 20:26,3/31/2019 20:34,1,1.81,8,2.41,0,14.46,green,credit card,East Harlem North,Upper East Side North,Manhattan,Manhattan
3/28/2019 10:09,3/28/2019 10:31,1,2.98,15,0,0,18.55,green,cash,Sunnyside,Lenox Hill West,Queens,Manhattan
3/31/2019 14:52,3/31/2019 14:59,6,1.6,7.5,0,0,8.3,green,cash,Long Island City/Hunters Point,Sunnyside,Queens,Queens
3/8/2019 11:43,3/8/2019 12:02,3,2.84,13.5,0,0,14.3,green,cash,Elmhurst,Long Island City/Queens Plaza,Queens,Queens
3/6/2019 15:45,3/6/2019 15:50,1,0.81,5.5,0,0,6.3,green,cash,Astoria,Old Astoria,Queens,Queens
3/5/2019 14:18,3/5/2019 14:30,2,5.94,35,0,0,35,green,credit card,East Harlem North,LaGuardia Airport,Manhattan,Queens
3/26/2019 1:35,3/26/2019 1:39,1,0.7,5,0,0,6.3,green,cash,Astoria,Astoria,Queens,Queens
3/22/2019 22:56,3/22/2019 23:02,1,1,5.5,0,0,6.8,green,credit card,Hamilton Heights,West Concourse,Manhattan,Bronx
3/18/2019 6:31,3/18/2019 6:54,1,10.1,30.5,0,0,31.8,green,credit card,Woodside,Oakland Gardens,Queens,Queens
3/17/2019 21:18,3/17/2019 21:33,1,5.33,17,3.61,5.76,27.67,green,credit card,Central Harlem North,Astoria,Manhattan,Queens
3/21/2019 12:55,3/21/2019 13:54,1,15.7,40.51,0,0,41.01,green,credit card,Jamaica Estates,Midtown North,Queens,Manhattan
3/22/2019 16:31,3/22/2019 17:08,1,4.21,17.01,0,0,17.51,green,credit card,Jackson Heights,Kew Gardens,Queens,Queens
3/19/2019 18:37,3/19/2019 18:44,2,1.66,7.5,0,0,9.3,green,cash,Mount Hope,Belmont,Bronx,Bronx
3/3/2019 2:05,3/3/2019 2:12,1,1.53,7,0,0,8.3,green,cash,Boerum Hill,Park Slope,Brooklyn,Brooklyn
3/27/2019 7:18,3/27/2019 8:02,1,10.17,36.5,0,0,37.3,green,credit card,Washington Heights North,East Village,Manhattan,Manhattan
3/14/2019 10:04,3/14/2019 10:23,1,6.29,21.4,0,0,21.9,green,credit card,Auburndale,Woodside,Queens,Queens
3/7/2019 22:18,3/7/2019 22:39,1,3.94,16,0,0,17.3,green,cash,Williamsburg (North Side),Crown Heights North,Brooklyn,Brooklyn
3/16/2019 16:58,3/16/2019 17:23,1,6.4,22,0,0,22.8,green,credit card,Schuylerville/Edgewater Park,Melrose South,Bronx,Bronx
3/25/2019 10:10,3/25/2019 10:46,1,8.8,31,0,0,31.8,green,cash,Fort Greene,Bay Ridge,Brooklyn,Brooklyn
3/4/2019 1:27,3/4/2019 1:46,1,2.36,13,0,0,14.3,green,cash,University Heights/Morris Heights,Claremont/Bathgate,Bronx,Bronx
3/25/2019 19:37,3/25/2019 19:41,1,1.03,5.5,1.46,0,8.76,green,credit card,East Harlem South,Manhattan Valley,Manhattan,Manhattan
3/21/2019 8:21,3/21/2019 9:00,1,7.06,26,0,5.76,32.56,green,credit card,Soundview/Castle Hill,East Harlem South,Bronx,Manhattan
3/28/2019 16:44,3/28/2019 16:51,1,0.87,6.5,0,0,8.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens
3/16/2019 14:07,3/16/2019 14:32,1,4.14,19,0,0,19.8,green,cash,East Elmhurst,Long Island City/Queens Plaza,Queens,Queens
3/23/2019 19:45,3/23/2019 19:55,1,1.79,9,0,0,9.8,green,cash,Elmhurst,Woodside,Queens,Queens
3/31/2019 16:28,3/31/2019 16:37,1,1,7,0,0,7.8,green,cash,Jackson Heights,Jackson Heights,Queens,Queens
3/10/2019 11:41,3/10/2019 11:43,1,0.38,3.5,0,0,4.3,green,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
3/13/2019 18:53,3/13/2019 18:59,1,1.4,6.5,1.49,0,9.79,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
3/31/2019 9:55,3/31/2019 10:26,1,14.45,42,0,5.76,48.56,green,credit card,East Concourse/Concourse Village,Fort Greene,Bronx,Brooklyn
3/5/2019 17:24,3/5/2019 17:29,1,1.1,6,0.39,0,8.19,green,credit card,Steinway,Steinway,Queens,Queens
3/29/2019 10:44,3/29/2019 10:56,1,2.89,11.5,0,0,12.3,green,credit card,Co-Op City,Van Nest/Morris Park,Bronx,Bronx
3/7/2019 23:43,3/7/2019 23:46,1,0.54,4.5,1.2,0,7,green,credit card,Elmhurst,Middle Village,Queens,Queens
3/22/2019 10:51,3/22/2019 11:06,1,1.81,11,0,0,11.8,green,cash,Crown Heights North,Crown Heights North,Brooklyn,Brooklyn
3/10/2019 0:19,3/10/2019 0:33,1,2.53,11,0,0,12.3,green,cash,Jackson Heights,Upper East Side North,Queens,Manhattan
3/22/2019 10:12,3/22/2019 10:15,1,0.46,4,0,0,4.8,green,cash,Washington Heights South,Washington Heights South,Manhattan,Manhattan
3/19/2019 13:40,3/19/2019 13:53,1,2.08,10,0,0,10.8,green,credit card,Crown Heights South,Crown Heights North,Brooklyn,Brooklyn
3/13/2019 10:13,3/13/2019 10:30,1,4.9,17.5,1.8,0,20.1,green,credit card,East Harlem North,Washington Heights South,Manhattan,Manhattan
3/26/2019 14:05,3/26/2019 14:16,1,4.18,12,0,0,12.5,green,credit card,Spuyten Duyvil/Kingsbridge,Norwood,Bronx,Bronx
3/18/2019 12:59,3/18/2019 13:07,1,2,9,0,0,9.8,green,cash,Flushing,North Corona,Queens,Queens
3/2/2019 22:17,3/2/2019 22:28,1,3.3,12.5,0,0,13.8,green,cash,Inwood,Hamilton Heights,Manhattan,Manhattan
3/3/2019 14:00,3/3/2019 14:16,1,2.95,12.5,0,0,13.3,green,cash,Brooklyn Heights,Bedford,Brooklyn,Brooklyn
3/15/2019 11:02,3/15/2019 11:17,1,2.49,11.5,0,0,12.3,green,cash,Morrisania/Melrose,West Concourse,Bronx,Bronx
3/6/2019 15:06,3/6/2019 15:10,1,0.7,5,0,0,5.8,green,cash,North Corona,Elmhurst,Queens,Queens
3/2/2019 22:32,3/2/2019 22:41,1,1.44,7.5,0,0,8.8,green,cash,Hamilton Heights,Central Harlem North,Manhattan,Manhattan
3/20/2019 12:59,3/20/2019 13:19,1,5.55,20,0,0,20.8,green,credit card,Washington Heights North,East Harlem South,Manhattan,Manhattan
3/25/2019 17:52,3/25/2019 17:59,6,1.11,6,0,0,7.8,green,cash,Astoria,Old Astoria,Queens,Queens
3/3/2019 21:46,3/3/2019 21:52,1,1.28,6.5,0,0,7.8,green,cash,Central Harlem North,East Harlem North,Manhattan,Manhattan
3/29/2019 19:18,3/29/2019 19:24,2,1.08,6.5,0,0,8.3,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
3/31/2019 14:46,3/31/2019 14:59,1,1.41,10,3.24,0,14.04,green,credit card,Central Harlem,East Harlem North,Manhattan,Manhattan
3/27/2019 20:32,3/27/2019 20:41,1,1,7.5,0,0,8.8,green,credit card,Hollis,Queens Village,Queens,Queens
3/15/2019 6:42,3/15/2019 6:54,1,4.71,15,0,0,18.55,green,cash,East Harlem North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/21/2019 12:43,3/21/2019 12:46,1,0.43,3.5,0,0,4.3,green,cash,East Harlem South,East Harlem South,Manhattan,Manhattan
3/6/2019 14:14,3/6/2019 14:19,1,0.48,5,0,0,5.8,green,cash,East Harlem South,East Harlem South,Manhattan,Manhattan
3/24/2019 0:14,3/24/2019 0:21,1,0.96,6.5,1.56,0,9.36,green,credit card,Boerum Hill,Fort Greene,Brooklyn,Brooklyn
3/30/2019 17:19,3/30/2019 17:30,1,2.16,10,0,0,10.8,green,cash,Astoria,Steinway,Queens,Queens
3/12/2019 16:21,3/12/2019 16:31,1,1.44,9,2.16,0,12.96,green,credit card,Woodside,Elmhurst,Queens,Queens
3/17/2019 20:20,3/17/2019 20:28,4,1.11,7,1.66,0,9.96,green,credit card,Astoria,Steinway,Queens,Queens
3/21/2019 20:12,3/21/2019 20:21,1,1.73,9,1,0,11.3,green,credit card,Manhattanville,Upper West Side North,Manhattan,Manhattan
3/7/2019 12:21,3/7/2019 12:35,1,1.19,10,3.24,0,14.04,green,credit card,Carroll Gardens,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
3/17/2019 9:00,3/17/2019 9:12,1,3.83,13.5,0,0,14.3,green,credit card,Parkchester,University Heights/Morris Heights,Bronx,Bronx
3/26/2019 16:11,3/26/2019 16:40,1,4,19,0,0,20.8,green,credit card,South Williamsburg,Ocean Hill,Brooklyn,Brooklyn
3/3/2019 19:29,3/3/2019 19:50,1,3.3,16,0,0,16.8,green,cash,Fort Greene,Crown Heights North,Brooklyn,Brooklyn
3/16/2019 23:36,3/16/2019 23:45,5,1.54,8,0,0,9.3,green,cash,Elmhurst,Jackson Heights,Queens,Queens
3/16/2019 20:59,3/16/2019 21:07,1,1.5,7.5,2.2,0,11,green,credit card,Brooklyn Heights,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
3/7/2019 11:46,3/7/2019 11:59,1,3.9,14,0,0,17.55,green,credit card,Washington Heights South,Upper West Side North,Manhattan,Manhattan
3/5/2019 9:01,3/5/2019 9:08,1,1.35,7.5,0,0,8.3,green,cash,Coney Island,Brighton Beach,Brooklyn,Brooklyn
3/9/2019 19:54,3/9/2019 20:14,1,3.79,16,1.2,0,18,green,credit card,Central Harlem,Melrose South,Manhattan,Bronx
3/19/2019 14:21,3/19/2019 15:51,2,33.46,150,0,18.9,169.7,green,cash,East Flushing,Upper East Side North,Queens,Manhattan
3/26/2019 14:28,3/26/2019 14:35,1,1.05,6.5,0,0,7.3,green,credit card,Richmond Hill,Woodhaven,Queens,Queens
3/14/2019 11:22,3/14/2019 11:43,1,1.89,13.5,0,0,14.3,green,credit card,Bedford Park,Belmont,Bronx,Bronx
3/30/2019 11:15,3/30/2019 11:33,1,6.15,19.5,5.08,0,25.38,green,credit card,Forest Hills,LaGuardia Airport,Queens,Queens
3/4/2019 9:19,3/4/2019 9:36,1,2.73,12.5,0,0,13.3,green,credit card,Central Harlem North,East Harlem North,Manhattan,Manhattan
3/8/2019 14:37,3/8/2019 14:42,1,1.23,6,1.36,0,8.16,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
3/30/2019 22:13,3/30/2019 22:47,1,18.89,44.2,0,5.76,50.46,green,credit card,Douglaston,Spuyten Duyvil/Kingsbridge,Queens,Bronx
3/31/2019 19:09,3/31/2019 19:22,1,3.7,14,3.5,0,21.05,green,credit card,Greenpoint,Lower East Side,Brooklyn,Manhattan
3/25/2019 19:34,3/25/2019 19:49,1,1.38,10,0,0,11.8,green,cash,Inwood,Kingsbridge Heights,Manhattan,Bronx
3/2/2019 0:37,3/2/2019 0:43,1,1.1,5.5,1.7,0,8.5,green,credit card,Williamsburg (North Side),Greenpoint,Brooklyn,Brooklyn
3/11/2019 8:50,3/11/2019 9:46,1,8.77,27.54,0,0,28.04,green,credit card,Crown Heights North,Lenox Hill East,Brooklyn,Manhattan
